"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0029815146094","40.7453883799724","39.8207550211161","47.2189758700553","39.3280393523261","23.9279208283617","23.2400035043381","20.2732693887542","19.0030199716737","20.7582469526567","22.1614188089398","24.1458543956306","27.832108365994","30.4829978923981","28.1907438231723","27.3131979500115","22.1459814355134","18.1893569819725","14.2657295739767","14.6709007461363","19.7484153168252","22.5231882640131","27.5618114828439","28.3534851384818","28.5603816555446","29.7253912120334","33.7442798606396","38.2160456550464","39.3928940286073","41.3508013620849","29.7649869151934","35.3359795359061",
"American Samoa","ASM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.171875","97.9007633587786","90.3732809430255","99.6","100.405679513185","97.4903474903475","114.464285714286","78.5185185185185","63.5253054101222","58.7719298245614","75.46875","71.7868338557994","66.7185069984448","63.5958395245171","63.9344262295082","59.1503267973856","68.2316118935837","61.6692426584235","59.4972067039106","47.1086036671368",
"Antigua and Barbuda","ATG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143.214045966352","129.233533987659","121.418397854567","110.854611441963","113.671116141636","111.712683567234","107.703239653122","98.6016493366798","97.0943413686207","91.6942191983919","94.2796472730261","101.326074087796","93.02679217958","82.6409528776046","77.2813835714991","79.6633857682358","79.7982204077202","79.5875530793264","82.4971838964455","79.0157599402443","80.5916154374261","82.2012399682303","76.0362087740055","72.6104599899969","67.7413019674332","64.5248555713149","70.8847144857495","43.7044186649945","",
"Australia","AUS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","12.9717690964907","12.3819278479572","13.9194962896335","12.9835690515807","14.9122394240271","13.1979476566205","12.911163973423","12.861925609801","12.2770378992776","11.934784599884","12.9548841620377","12.639948479144","12.8041662925384","14.1305875032617","13.1291209701468","14.2584484113619","13.5010618003815","14.0004573614403","13.6067695939386","14.288721779185","16.4124774349793","14.8874026135983","13.519015558184","13.5732009925558","13.5574025196084","15.2225977952542","14.9730508851423","15.4577900081717","15.9534152879194","15.1175735853155","15.1146011445289","16.0280733856599","16.6578862195805","17.539365425957","17.9719729716408","17.8718949924568","18.8916071752677","19.1287538535611","19.5582295237772","18.3070802783446","19.4052796907092","22.1681831556551","20.7379562294817","19.0670417369508","17.1717885180982","18.2345398442686","19.8670743134475","20.1972095519184","20.1570110070534","23.0136347671101","19.7992817578298","21.4374194076014","21.4993440769616","19.9857077588126","21.0963738828485","20.0680710032927","19.272258011581","21.231183492644","21.8734041196439","24.1515391092117","24.0082830210698","22.0751685117277",
"Austria","AUT","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","27.3917563543096","27.0353542257839","26.9306663891193","26.9193669089196","29.1143695407296","28.0946362516507","28.7525268528866","27.9539568111061","29.1150923567311","30.8807755257532","31.6930715411788","33.000661339043","31.741496438195","30.4781985362749","32.7510176517733","34.9213218286284","31.997714792758","31.4062049613202","33.070925786466","35.0152028541185","35.6974143906097","34.5904881694804","33.1552677219512","31.4638980923504","32.1585339446652","33.5331403455378","34.2492761073574","37.0280827384957","38.351021186462","39.3570378852981","43.3462739519887","44.6175555179483","45.31938619858","44.57041471914","46.8672149740213","48.6197522046932","50.8416688618235","52.560869422371","53.2488606164087","45.2074165608437","51.2621603273359","53.9486708516394","53.9736761965302","53.4412932967224","53.3865790462424","53.0890605587958","52.4063936498056","54.0511531414978","55.4622191178234","55.7572063557543","51.6128149281413","55.9003086234408",
"Azerbaijan","AZE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8608458390177","45.6586826347305","86.2036057343209","57.4624203821656","24.7211102215105","32.4866435467242","24.9286393910561","29.0346072254061","22.6995291518921","27.9701199968213","40.1708314787732","41.4986078711716","42.7678350515464","42.0065766459106","48.7890084640454","62.9411060091835","66.5041448400209","68.1289116905555","65.7761378471842","51.6357456848728","54.3047215353821","56.4269805307016","52.9746801915106","48.4158330755216","43.2735566584935","37.7947774917249","46.4276493913136","48.547864732761","54.0922938620586","49.0506275016423","35.6235558660257","46.6617200296798",
"Burundi","BDI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","12.4999996173469","12.9310349923561","13.1147537297961","7.51879705708956","14.0939592991307","10.3479635040849","10.7761598187395","10.8005897057881","10.2956955708047","9.65871537583368","10.68877683141","8.4357498971691","11.7344434462895","11.0161732039696","9.75339745122198","8.27564572417933","13.7264838813102","17.5956102292697","11.7076927839069","14.1626446403038","8.80938056475716","9.14335050943539","10.2119749972585","9.04558008305351","11.5040069052475","11.0266191611848","11.7232284021253","9.74490293553833","12.5907700508015","9.74574398986099","7.87299229412311","9.91737770059179","8.74918052248067","9.38196084636915","10.2717650485534","12.9263428540091","5.8203210186241","9.83547257876313","7.99975012493753","7.57575757575758","6.3189705942566","5.17920216470328","4.68580418118256","6.38141402548028","6.95274828690709","6.20000016552948","7.3","6.80000013631119","10.5000002616241","6.60000027378395","9.70000163931346","8.80000028373483","9.69609531952923","9.09525606883305","8.6960211937924","6.41727356534236","6.38452218976084","6.02657432870477","5.6856543143069","5.17204000000008","4.54931999999994","5.00029000000004",
"Belgium","BEL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","44.9562764917152","43.7674630949661","44.1372779894459","48.0319438554395","52.8933580553858","45.91603656753","48.5543828576666","47.5072502227347","45.761644179143","49.9224384979483","50.117280484132","54.0635220572788","58.1033118064771","60.3956265804625","64.4123516780532","62.4543274172181","57.2830498325525","55.8677630684447","59.4080832438795","63.5667489352734","61.6136909555393","60.2296548828746","58.8089303317393","56.1077411574797","58.4249593454229","60.1143717180605","61.1923909558718","64.7865810804479","64.1743450154283","64.5630595160862","72.5473951580567","71.6119589202939","70.8312976956765","69.0365085088844","70.906277447218","74.2828289213953","76.8049970552189","78.3018047028263","80.8806199752035","68.8340037082276","75.8500644792464","80.6973629124622","80.4044905064987","79.3243484015476","79.801009073623","77.8052821516798","79.4296154739536","83.1824102499921","83.0796294670067","82.4025530403535","79.4467389098884","86.862955185586",
"Benin","BEN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","6.12391381286847","4.58348954869937","3.51782319655902","3.8213602129436","5.13733827248161","7.2675630638551","6.84654487020172","7.66582205030885","9.33464258694558","11.773219224993","15.1765798315404","17.7857985904456","14.3844022140076","15.6619756505168","14.3167561354656","14.528245927767","12.9912463096923","16.1789026141378","16.5250882129923","17.5163794748371","15.8165128794143","15.9305004610493","17.7710358297085","13.7642891939421","19.5793753212443","23.6526183539095","16.6759209455033","15.2675281201641","13.8037392116767","13.4954289813034","19.181303010653","21.0024860627473","23.2391480496458","22.4643830367555","28.3270186172953","27.3689425027528","26.4988115545834","27.1761345944549","27.0929395510065","23.0095307947819","20.6053025489554","19.8685788115524","19.726610778332","18.6442972500831","18.5135475659125","18.483639980467","18.057925712964","22.0428531154363","22.14072026628","19.9279668393882","23.0720480670551","20.8496515031216","23.8967368670133","27.570565319312","31.4308411236325","24.7204512110389","27.6067880711982","27.2055947818832","27.2742306189085","29.6305271935478","19.8724704276524","28.4523789059527",
"Burkina Faso","BFA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","4.86196544713728","5.42888603877752","5.53198369723123","5.57949208143702","2.7988361825163","4.65259654312259","5.05173084981366","4.92850623155942","6.20473814688316","5.8172137405641","5.45524023286333","5.51146751662156","6.39972719517896","6.31179758031174","8.32076317273408","7.34825434792999","8.20525244540593","7.9602668654066","7.46841921604806","8.24613438701797","8.95052102371656","9.27641060746417","8.19571612776259","7.88414939830604","10.960913625855","9.92146469411376","8.99056313376556","11.3588168034253","10.9987001866015","8.74886259200754","10.9666914119517","10.4475484424359","8.8464803686211","8.95154328138584","14.2016211454196","14.1405565399915","10.5636052055707","10.8125309984677","12.8081030220056","8.35400550573099","8.8447174852677","9.0440827674193","8.86536563219181","9.22043165840572","10.8815873012951","9.84184747809064","10.9568635027021","10.3485422167992","10.1493270523848","13.7889708614234","20.5158488554008","26.1955005196271","26.5980854179657","27.0769854530325","26.932004154154","26.1076455357024","25.915964804251","26.4523856350501","28.0789061419219","27.6161121175574","","",
"Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","9.99668529799247","10.7823534063335","10.7467512833228","9.98348512216024","10.0284124165217","9.66271640919629","10.2842808274445","9.30614212330159","8.33080893013733","8.14599241256528","8.31311289260521","6.29148731724424","5.6747304028231","6.53940933400325","3.70107546471338","2.89507889386174","4.74608176819018","7.04075196547742","5.55766316100946","6.10921948081309","5.49428379105126","5.13086315280464","5.07529986612758","5.60384903116941","3.39625513455005","5.38447860037049","5.18293196330185","4.99004963895921","5.42830096531266","5.54014371794136","5.90831648660892","6.66261196863293","7.58667691037111","9.01726903574974","9.00154364628231","10.864634213863","9.70650764952346","10.5203705573506","11.7573312287186","11.7586423857313","12.3442012279919","13.3865592080649","12.4099689322019","11.4311486959413","11.1465089461353","14.3928418979283","16.3534635652888","16.9953348464905","17.6588584820757","16.9401329056133","16.0241126856916","19.9220749554939","20.1615888634893","19.5378741103687","18.9896599950107","17.3366737865485","13.9212044814459","12.8197468906003","12.6747879443391","13.0947560042783","10.442787732227","10.6627789004134",
"Bulgaria","BGR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","35.7078050482727","35.6384355453304","34.2829076620825","37.1482428072153","40.1311614131585","42.7951269047992","40.0336395168459","40.7852991817975","45.5656654957217","46.4205946557788","33.1191920794173","43.4782608695652","47.1115537848606","38.2067581130813","45.0475646879756","32.3395342237886","48.4970548282482","49.5761875420895","41.9413456624665","42.7497878044332","36.218856756011","34.8813174225009","33.6473037196123","34.4169458788193","40.9566402727565","42.5295657507757","46.9778786308931","52.3550343456585","52.4776590469711","42.2188500872454","50.1076362184687","58.802948250642","60.3537392445518","64.5816957844561","64.6008871673555","63.8000873997926","63.8704805492615","66.9945956439964","65.6958529144087","63.9339174577794","56.1209007621055","61.3261830803066",
"Bahrain","BHR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","124.108453501425","131.129680190199","118.981623869273","96.6818499003133","96.4862104187947","101.769725438788","98.710464407075","102.367892611564","95.3379785934918","98.643897570042","115.555828722334","85.0031629889958","84.3819917151814","83.8745972485041","81.1932702210151","81.9905466031894","87.9135242955814","79.07678217749","64.6036729603028","78.8672455861517","79.1806670285974","73.6107613220545","72.5085662959225","72.0630719982325","78.6051459613386","83.8940482059345","84.6389442624741","79.6795292320647","82.5773483806233","68.4655938651118","69.5373177399286","99.4186691312384","102.14552480855","104.804803332124","96.0507512478313","83.1072099110581","74.2008275338583","75.7796814248463","79.2525219237919","76.485960757711","72.7153247387956","",
"Bahamas, The","BHS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","82.6507713884993","82.6645843344546","68.8717258403469","70.3811877480716","67.3817034700316","65.7859722486219","66.5685595567867","63.5882612316888","64.7907986724178","63.8179979777553","61.3227730774787","","53.8314826910516","54.160770688566","50.9510921971226","50.247024766806","51.9666882276843","51.0214789812826","49.549139690872","48.0376835688556","36.8804047779975","34.6571601675345","36.4568895621607","38.0475628585261","34.0725886439131","36.175454557738","35.8102341689881","38.215231096961","38.7598869482117","38.3092773365463","40.0919541095878","39.4936348090443","34.190679986696","34.9532873206178","37.4352685331837","38.126953033907","39.7886923921687","37.7099345925681","37.0041898852629","33.2626366755108","32.0693338512333","35.8558459681086","35.6884057971014","25.2879014382185","27.4949592277358",
"Bosnia and Herzegovina","BIH","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4482894219426","20.4117390235021","23.617706247983","27.8336349003353","27.3031972254601","27.6439467786027","21.883818745472","22.0687196480326","19.1260121626731","20.5879852303156","22.5362423993153","24.3164228910803","26.2583452015481","27.1015554443826","26.8480689241931","25.0093787853569","29.6955421868204","32.0359718110398","32.3505414379409","33.7430468198782","33.9891201082484","35.5323430503485","36.3417644668761","40.8725315248207","42.6093498916213","40.5949446834282","34.6530176842424","42.6655128837511",
"Belarus","BLR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9584295612009","33.3333333333333","59.7826086956522","67.6142131979695","71.2696004046535","49.6651647817599","46.3498037416792","59.8598805986424","59.0511292994057","59.2033413701759","69.2108213448948","66.7476067360771","63.6275159440361","65.156379906358","67.8863333586708","59.7978087236099","60.0613117690842","60.9430527153212","60.9377552183976","48.8764618241933","51.3728853529564","78.4653615193087","78.7769072783938","58.3335781066769","54.941004057247","58.0107665670743","62.5093471231924","66.7896002012327","70.4550452625374","65.0945839929757","61.0121492642983","72.1107921895665",
"Belize","BLZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","44.9502253747202","43.3334722693841","38.9382462832044","39.8309569592063","50.6802735056131","39.3393099235404","45.0527710263862","49.0731306486553","50.3217535953046","46.8434364993563","40.6733393994541","35.8096828046745","41.0958904109589","38.5486018641811","41.5424497731691","40.1954795357361","41.6911332941867","44.0668202764977","43.8730853391685","45.1794871794872","43.7275985663082","42.2184006878762","43.9983779399838","44.9152542372881","42.6052536883771","46.1170030790284","52.1189120809614","50.8844339622642","54.1353383458647","45.6411782207676","50.9347138337647","57.1035998900797","59.7740409879138","56.1714708056172","55.4957904583723","51.1648948201764","46.9116670356431","49.3657042869641","51.0799136069114","51.2518104696876","37.0432692307692","46.4780252859723",
"Bermuda","BMU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7949927394964","52.5392419809555","50.5125436879565","51.6131910947459","51.1612432078139","49.9708394613543","49.3300565760921","48.5381492501872","51.4791563825902","51.7434243981752","47.1361363420877","48.7155956126082",
"Bolivia","BOL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","16.2089752176825","16.3998357963875","15.1492397221701","16.9804741980474","20.3001701995977","21.4623955431755","21.2578616352201","22.4969372981401","19.7802197802198","20.4183266932271","24.5985763946367","21.3890596189305","21.1124401913876","27.7144666033555","35.2924380145624","25.9383183008438","27.6766605081676","26.7741286136789","22.595143746177","24.1747034696819","24.5275200613326","23.2660238732105","29.0643469050405","28.316780021475","23.6548638482747","19.04993347512","21.3240122703874","19.6304753727646","18.7674468806195","22.4982161072122","22.7769821395971","21.4793468638824","20.0457617754806","19.0807651898888","21.6633117424271","22.5514216225024","22.5818705788073","21.1106028890051","19.6986848946719","16.8808993524959","18.2747449737713","19.972149230267","21.6344550841802","25.6007344519017","31.1383905185998","35.5481429306567","41.771714268103","41.7956567530236","44.9065559925589","35.7226248254274","41.1874561416131","44.0917018533308","47.1661966249317","44.0924795250944","43.2930879909317","30.8682960340979","24.4880055287529","24.9041443556458","25.9887950657509","24.967262285945","20.2725897739051","27.823902017214",
"Brazil","BRA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","6.28181356216762","6.42021675517618","4.00847871772255","8.93314544401188","6.46099666497353","7.50316443059153","6.53020390757968","5.67719217542334","5.99087444407956","6.67156538418794","7.02942560498826","6.45722050038782","7.27211396407972","7.84487342902518","7.67312781088189","7.21800682637617","7.01316307160746","7.24526115542366","6.69298607932397","7.24078004876568","8.96239487326747","9.62284037096842","7.90048452532258","12.2437555659291","15.0354125354877","12.9485790961438","9.21727907000127","9.82848202733551","11.6673585476931","8.92960967188901","8.19723805886395","8.67763659887868","10.8683116605935","10.5032716554144","9.51307642702004","7.52887503847073","6.73020968312685","6.98364957530895","7.03050033871807","9.5648982609794","10.1880480043795","12.37171066993","14.2305902713775","15.1807837086861","16.5457615119353","15.2438292672646","14.3743163003006","13.327675103099","13.5340005124035","10.851371134098","10.8655847746965","11.5825126759958","11.8775390673678","11.7422306432624","11.0119428225147","12.9001914177405","12.4666790443888","12.5189678700669","14.6349994952986","14.1229191903622","16.7950684328172","20.0972752064952",
"Barbados","BRB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","50.3823662272091","46.4980840981867","49.5940867303701","58.0776338448672","65.423125417192","59.6119842829077","50.7764390896921","54.2588637334472","59.9275945293644","61.1443337024732","57.5908289241623","46.2544169611307","38.7018669778296","41.3000548546352","42.4956629491945","43.1307141092167","40.5610236220472","41.3336739908022","42.2843373493976","45.2553732378091","46.8625252298722","47.9911653344552","46.4975124378109","42.3932227320861","41.6860367188816","43.2358228468704","40.9723358978556","38.9859971028489","42.9584047359402","41.6867469879518","44.8147663306716","45.9685267697729","43.7290702221709","43.6861592671534","42.6577740302643","38.9255609189223","37.9318163176029","39.287685115451","40.9257725316828","40.0151662643733","40.0511900121642","36.5355064781905","35.7530937568935","35.5248066264005","36.4821336338451","29.741213236868","30.3749122589702",
"Brunei Darussalam","BRN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","90.054277195933","90.0591972278371","93.6549017377208","94.6342386675499","95.012683457148","95.0615866559512","93.3615069739236","93.143259797279","89.3430496959071","88.2704119942392","","","","","","61.811318605626","61.8084939664629","66.677091477717","57.8723404255319","54.7633403678022","51.081210956271","59.7168405365127","59.93345348676","57.1854347544383","50.4719764011799","55.8163396178017","67.3543319201318","69.5253059297448","67.1218302942605","69.289251837004","68.7990469672454","70.1684471590321","71.7246979556453","67.8527507652301","78.2992366861295","72.7831762889702","67.407469234885","69.5060721795477","70.1612686589168","68.0418746411061","68.1770804483096","52.2105973675329","49.5769062738125","49.5732416988601","51.93227637834","57.946040538108","57.3561114159878","80.1689108582254",
"Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","14.3804773459307","16.2434061657545","14.4310209808462","12.7440645071045","13.6403639302793","15.8143979125407","18.5662411276266","24.5570179065876","29.2704117629534","29.2371207238935","27.9616719306651","33.4596753116132","33.3950994352653","32.859302834155","30.875962913691","39.4058307240615","37.0068223521095","37.3014697549024","34.3296793518192","32.6549090148802","30.3942102191196","27.1358734702224","24.6140541985654","26.2891518430741","31.9438827280808","39.3023404705545","55.8338446782829","56.2757559960078","50.0031947316526","45.8156747029841","43.4806924237471","42.2049152810839","39.6473523128011","41.4302253684447","37.4519506597056","34.4356493984662","29.6169744797177","30.0831893767679","30.8177060148869","33.9390638133457","29.6639651797693","31.8253972607423",
"Botswana","BWA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","26.2756360317336","27.2163229897131","27.9260392616513","28.9944433433896","28.8110098258944","31.7073170731707","29.2682926829268","24.6138479648985","23.0526315789474","22.7722772277228","24.6555474981871","33.1497797356828","37.3721479150275","38.8315137208616","40.9232988699207","43.5941366837997","50.386398763524","50.9007232084155","52.0605378873095","54.1230170607602","53.0592444363592","49.7050639955481","54.5619826802545","62.0834467472878","60.8112721517023","66.2910488224616","68.3308494783905","75.129565085619","70.5219405269035","59.2245978546885","55.0554070628939","53.0295141611517","48.1795630951428","47.0957972005807","47.8223986846938","50.8364978420338","53.828444483056","60.8807385501806","49.2891721003754","55.1972682896055","51.8318100701299","48.6576082380348","52.1574267782427","48.8268578340104","49.6137877815052","52.9235535447696","51.7808267603935","56.479962927168","46.946904660995","35.8336618587618","42.1443315144427","44.2363979167201","48.11502383229","61.3797617461963","61.2829678934065","53.0908973428197","54.6113547604529","42.9200424885539","44.2281439237392","37.1542988725947","31.3537305319898","44.6139271349812",
